sku,barcode,name,category_main,category_sub,cost,price_retail,price_credit,unit,source,date_bought
,,แปรงทาสี 5 นิ้ว,,, 29.00 , 35.00 , 35.00 ,ด้าม,ไทยรุ่ง,16 July 2568
,200602421089,ถังบีบน้ำไม้ถูพื้น BMU 02 BE 27x44x46 20L,,," 1,280.00 "," 1,380.00 "," 1,780.00 ",อัน,ไทวัสดุ,16 July 2568
,200603292237,กรรไกรตัดกิ่ง 8 นิ้ว P024112,,, 93.00 , 130.00 , 250.00 ,อัน,ไทวัสดุ,16 July 2568
,2000603292251,กรรไกรตัดกิ่งปากตรง 8 นิ้ว P452121,,, 93.00 , 130.00 , 250.00 ,อัน,ไทวัสดุ,16 July 2568
,8853038015544,รางปลั๊กไฟ 5 ช่อง 1 สวิตซ์ M3 ,,, 228.00 , 259.00 , 359.00 ,อัน,ไทวัสดุ,16 July 2568
,2000603267044,ไฟฉายแบบชาร์จได้ LED KN-L8130LA ขาว-เทา,,, 98.00 , 140.00 , 175.00 ,กระบอก,ไทวัสดุ,16 July 2568
,8855421075050,สีน้ำภายนอกกึ่งเงา BEN-Tone 5GL SG-300,,," 1,880.00 ", 140.00 ," 1,990.00 ",ถัง,ไทวัสดุ,16 July 2568
,8850106009290,แลคเกอร์ด้าน TOA 1/4GL #T5500 ใส,,, 218.00 , 265.00 , 275.00 ,ถัง,ไทวัสดุ,16 July 2568
,8855365152213,สีน้ำมันอะคริลิคเคลือบใสเงา GOLD PIANT #AL33 1/4GL,,, 263.00 , 400.00 , 415.00 ,ถัง,ไทวัสดุ,16 July 2568
,D0578224,Webcam MWB-11,,, 550.00 , 650.00 , 890.00 ,ตัว,คิงคอม,17 July 2568
,,คราดมือเสือ พลาสติก,,, 120.00 , 130.00 , 170.00 ,อัน,ส.เจริญการค้า,17 July 2568
,,ที่ตักขยะ พลาสติก/โลหะ,,, 25.00 , 35.00 , 50.00 ,อัน,ส.เจริญการค้า,17 July 2568
,,มีดพร้า,,, 250.00 , 289.00 , 350.00 ,ด้าม,ส.เจริญการค้า,17 July 2568
,,จอบ ด้ามเหล็ก ใหญ่,,, 180.00 , 200.00 , 250.00 ,ด้าม,ส.เจริญการค้า,17 July 2568
,,จอบ ด้ามเหล็ก เล็ก,,, 230.00 , 250.00 , 300.00 ,ด้าม,ส.เจริญการค้า,17 July 2568
,,แจกันดอกไม้ประดิษฐ์ - S,,, 300.00 , 400.00 , 450.00 ,อัน,ต๋อยดอกไม้,23 June 2568
,,แจกันดอกไม้ประดิษฐ์ - M,,, 350.00 , 450.00 , 550.00 ,อัน,ต๋อยดอกไม้,23 June 2568
,,แจกันดอกไม้ประดิษฐ์ - L,,, 400.00 , 550.00 , 600.00 ,อัน,ต๋อยดอกไม้,23 June 2568
,8855928059126,เครื่องเจียร MAKITA M011-M9513B 4 นิ้ว 850 วัตต์สวิตซ์ท้าย เขียว-ดํา,,," 1,340.00 "," 1,500.00 "," 3,290.00 ",เครื่อง,ไทวัสดุ,18 July 2568
,8995026900224,ลูกลื่นเจล ควิก g'Soft 0.5 น้ำเงิน,,, 3.25 , 8.00 , 8.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900262,ลูกลื่นเจล ควิก g'Soft 0.5 แดง,,, 3.25 , 8.00 , 8.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900026,ลูกลื่นเจล gSoft Flick 0.5 น้ำเงิน,,, 3.60 , 10.00 , 8.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900064,ลูกลื่นเจล gSoft Flick 0.5 แดง,,, 3.60 , 10.00 , 8.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900101,ปากกาเจล โบลต์ไลน์เนอร์ R g'Soft 0.7 ดำ,,, 17.00 , 25.00 , 25.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900118,ปากกาเจล โบลต์ไลน์เนอร์ R g'Soft 0.7 น้ำเงิน,,, 17.00 , 25.00 , 25.00 ,ด้าม,ซากุระ,21 July 2568
,8995026900125,ปากกาเจล โบลต์ไลน์เนอร์ R g'Soft 0.7 แดง,,, 17.00 , 25.00 , 25.00 ,ด้าม,ซากุระ,21 July 2568
,,ตู้โชว์ปากกา Boldliner,,, -   ,,,ใบ,ซากุระ,21 July 2568
,8851023056862,ตู้โชว์ปากกา Flick gSoft,,, -   ,,,ใบ,ซากุระ,21 July 2568
,8851023056862,ตู้โชว์ปากกา Quick gSoft,,, -   ,,,ใบ,ซากุระ,21 July 2568
,8858741714272,กระดาษ A4 Quality purple,,, 99.00 , 110.00 , 110.00 ,รีม,ยูบีบ็อกซ์,20 July 2568
,885874714258,กระดาษ A4 Quality Orange,,, 89.80 , 100.00 , 100.00 ,รีม,ยูบีบ็อกซ์,20 July 2568
,8852413476390,กระดาษ A4 Idea Max,,, 91.80 , 115.00 , 115.00 ,รีม,ยูบีบ็อกซ์,20 July 2568
,8851538357751,กระดาษ A4 Penquin,,, 79.80 , 90.00 , 90.00 ,รีม,ยูบีบ็อกซ์,20 July 2568
,,ลวดเสียบกระดาษเหลี่ยม ตราม้า,,, 88.00 , 95.00 , 95.00 ,กล่อง,ยูบีบ็อกซ์,20 July 2568
,8858729222287,คลิปหนีบดำ ตรา Horse 12mm 112,,, 1.42 , 4.00 , 4.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,8858729222270,คลิปหนีบดำ ตรา Horse 25mm 111,,, 2.00 , 3.00 , 3.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,8858729222263,คลิปหนีบดำ ตรา Horse 32mm 110,,, 2.75 , 3.00 , 3.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,8858729222256,คลิปหนีบดำ ตรา Horse 40mm 109,,, 4.00 , 5.00 , 5.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,8858729222249,คลิปหนีบดำ ตรา Horse 50mm 108,,, 6.00 , 5.00 , 5.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,8858729222294,คลิปหนีบดำ ตรา Horse 15 mm 113,,, 1.25 , 3.00 , 3.00 ,ตัว,ยูบีบ็อกซ์,20 July 2568
,,ถุงขยะสีแดง,,, 68.00 , 80.00 , 80.00 ,แพ็ค,เมืองทอง,18 July 2568
,,บล็อกไม้สี 150 ชิ้น,,," 2,484.00 "," 3,150.00 "," 3,550.00 ",กล่อง,ไทยรุ่ง,21 July 2568
,,บล็อกไม้เสริมทักษะ 102 ชิ้น YTT-0119,,, 520.00 , 890.00 ," 1,190.00 ",ถัง,ไพศาลวิทยา,20 July 2568
,,ถุงขยะสีแดง 18*20,,, 95.00 , 120.00 , 120.00 ,แพ็ค,เมืองทอง,20 July 2568
,,ถุงขยะแดงเปิดปาก 12*20,,, 52.00 , 80.00 , 80.00 ,แพ็ค,นิวเวิลด์,19 July 2568
,,เทปแถบทอง,,, 14.00 , 25.00 , 25.00 ,เมตร,วีระพานิช,20 July 2568
,,เทปทองใหญ่,,, 15.00 , 35.00 , 35.00 ,เมตร,วีระพานิช,20 July 2568
,,Snail หนังสือสัญญาซื้อขาย,,, 20.00 , 22.00 , 22.00 ,เล่ม,ไทยรุ่ง,23 July 2568
,,กรอบแฟ้มพลาสติกใส,,, 43.00 , 45.00 , 45.00 ,อัน,ไทยรุ่ง,23 July 2568
,D0536644,Ink canon pixma G2010 + ink,,," 3,420.00 "," 3,890.00 "," 3,990.00 ",เครื่อง,ซิสเต็ม,24 July 2568
,D0622849,Canon pixma G4010 + ink tank,,," 5,990.00 "," 6,990.00 "," 6,990.00 ",เครื่อง,ซิสเต็ม,24 July 2568
,D0638550,Refill canon GI-790 bk (color fly),,, 80.00 , 120.00 , 150.00 ,ขวด,ซิสเต็ม,24 July 2568
,D0638552,Refill canon GI-790 m (color fly),,, 80.00 , 120.00 , 150.00 ,ขวด,ซิสเต็ม,24 July 2568
,D0638553,Refill canon GI-790 y (color fly),,, 80.00 , 120.00 , 150.00 ,ขวด,ซิสเต็ม,24 July 2568
,D0638557,Refill canon GI-790 c (color fly),,, 80.00 , 120.00 , 150.00 ,ขวด,ซิสเต็ม,24 July 2568
,4974052987052,ตรายาง ลงบัญชีแล้ว หมึกในตัว,,, 165.00 , 165.00 , 165.00 ,อัน,รักไทยแสนทวี,25 July 2025
,,แปรงสีฟัน แพค 10,,, 165.00 , 200.00 , 200.00 ,แพค,สายรุ้ง,26 July 2025
,,แฟ้มกระดุม มีป้ายชื่อ สีพาสเทล (คละ),,, 5.00 , 10.00 , 10.00 ,อัน,สายรุ้ง,26 July 2025
,10713,ดอกมะลิ 4 ดอก (24 ชิ้น),,, 13.33 , 20.00 , 20.00 ,ดอก,สายรุ้ง,26 July 2025
,14678,ดอกมะลิ รักแม่ 1x50,,, 7.00 , 15.00 , 15.00 ,ดอก,สายรุ้ง,26 July 2025
,,ดอกมะลิใหญ่ 24 1x24,,, 13.33 , 25.00 , 25.00 ,ดอก,สายรุ้ง,26 July 2025
,,ดอกมะลิเดี่ยว เล็ก 1x100,,, 2.70 , 5.00 , 5.00 ,ดอก,สายรุ้ง,26 July 2025
,14679,มาลัยรักแม่,,, 16.25 , 30.00 , 30.00 ,พวง,สายรุ้ง,26 July 2025
,200602410111,Scanner Authenticator Card 12026-2 Smart,,, 660.00 , 760.00 , 790.00 ,เครื่อง,คิงคอม,26 July 2025
,8854215005341,ถุงขยะแดงเปิดปาก 12*20 (15 ใบ/แพค),,, 28.25 , 40.00 , 45.00 ,แพค,นิวเวิลด์,21 July 2025
,511340,โปตัสเซียมเปอร์แมงกาเนต 100 กรัม,,, 63.00 , 68.00 , 70.00 ,ขวด,ไทยรุ่ง,27 July 2025
,8853891151557,แว่นขยาย 75mm VCC-139,,, 90.00 , 100.00 , 110.00 ,อัน,ไทยรุ่ง,27 July 2025
,,เทอร์โมมิเตอร์วัดความร้อน (110C),,, 100.00 , 110.00 , 120.00 ,อัน,ไทยรุ่ง,27 July 2025
,8850002002050,"SP ผงซักฟอก 8,000 กรัม",,, 419.00 , 450.00 , 450.00 ,ถัง,แมคโคร,27 July 2025
,8850092213299,"ไฮยีน ซักผ้าสีผ้าขาว 1,000 มล. เขียว",,, 70.00 , 120.00 , 120.00 ,ขวด,แมคโคร,27 July 2025
,8850092262716,"ไฮยีน ปผน. สีชมพู 2,800 มล.",,, 91.00 , 180.00 , 180.00 ,แกลลอน,แมคโคร,27 July 2025
,8850092264710,"ไฮยีน ปผน. สีฟ้า 2,800 มล.",,, 91.00 , 180.00 , 180.00 ,แกลลอน,แมคโคร,27 July 2025
,8851932392266,ซันไลต์ เลมอนเทอร์โบปั้ม 750 มล. X3,,, 61.67 , 78.00 , 78.00 ,ขวด,แมคโคร,27 July 2025
,8850086169908,โอวัลติน ช็อคโกแลต 3 อิน 1 30 g x 33 ซอง,,, 219.00 , 269.00 , 298.00 ,ขวด,แมคโคร,27 July 2025
,8850304017868,"SB ฟองน้ำ 3x4"" 1x12",,, 11.58 , 15.00 , 15.00 ,อัน,แมคโคร,27 July 2025
,8851111419029,มามี่โพโคแฮปปี้แพ้นท์ L3,,, 15.75 , 20.00 , 20.00 ,ชิ้น,แมคโคร,27 July 2025
,8850124083081,เนสกาแฟ Blend&Brew ริชอโรมา 17ก x40,,, 229.00 , 249.00 , 269.00 ,ถุง,แมคโคร,27 July 2025
,8851111601332,ไลฟรี่กางเกงซึมซับมาก XL 16 ชิ้น,,, 539.00 , 589.00 , 650.00 ,แพค,แมคโคร,27 July 2025
,8851111601233,ไลฟรี่กางเกงซึมซับมาก L 20 ชิ้น,,, 539.00 , 589.00 , 650.00 ,แพค,แมคโคร,27 July 2025
,8850871212109,POLY ฝอยสแตนเลส 15g,,, 9.58 , 15.00 , 20.00 ,อัน,แมคโคร,27 July 2025
,8851932379038,ลักส์ สบู่ก้อนซากุระบลูม 70g,,, 10.50 , 15.00 , 15.00 ,ก้อน,แมคโคร,27 July 2025
,8851932422017,โอโม น้ำยางล้างจานเลมอน 400 ml,,, 8.67 , 15.00 , 15.00 ,ถุง,แมคโคร,27 July 2025
,8850006946145,คอลเกตยาสีฟัน เย็นซ่า 100ก.,,, 34.08 , 45.00 , 45.00 ,อัน,แมคโคร,27 July 2025
,8850086169908,โอวัลติน ช็อคโกแลต 3 อิน 1 30 g x 33 ซอง,,, 219.00 , 249.00 , 259.00 ,ถุง,แมคโคร,27 July 2025
,6322007381475,ถังขยะแยกประเภท ฝาสวิงทรงเหลี่ยม 60 ลิตร TG59173-RE เหลือง,,, 439.00 , 660.00 , 880.00 ,ถัง,Global House,28 July 2025
,6322007381352,ถังขยะแยกประเภท ฝาสวิงทรงเหลี่ยม 60 ลิตร TG59173-RE น้ำเงิน,,, 449.00 , 660.00 , 880.00 ,ถัง,Global House,28 July 2025
,6322007381468,ถังขยะแยกประเภท ฝาสวิงทรงเหลี่ยม 60 ลิตร TG59173-RE แดง,,, 439.00 , 660.00 , 880.00 ,ถัง,Global House,28 July 2025
,6322007381369,ถังขยะแยกประเภท ฝาสวิงทรงเหลี่ยม 60 ลิตร TG59173-RE เขียว,,, 490.00 , 660.00 , 880.00 ,ถัง,Global House,28 July 2025
,8858773980416,"Hero ถุงดำแบบหนา เหนียวพิเศษ 28x36""",,, 35.00 , 36.00 , 42.00 ,แพค,Global House,28 July 2025
,,ไม้กวาดดอกหญ้า ด้ามไม้,,, 25.00 , 35.00 , 40.00 ,ด้าม,บ้านภูมิไทย,28 July 2025
,,กรอบเกียรติบัตร พลาสติก,,, -   , 45.00 , 50.00 ,อัน,ธนามัย,30 July 2025
,,ไม้กวาดดอกหญ้า ด้ามไม้ A,,, 25.00 , 40.00 ,,ด้าม,ไม้กวาด,30 July 2025
,885231700992,กระดาษ 100 ปอนด์ A3,,, 235.00 ,,,แพค,สมศรี,31 July 2025
,8859830607611,แฟ้มกระดุม เอกสารA4,,, 95.00 ,,,อัน,สมศรี,30 July 2025
,8859813354181,กรอบรูปA4 15418,,, 40.00 ,,,อัน,สมศรี,30 July 2025
,6891217152989,กรอบรูป A4,,, 40.00 ,,,อัน,สมศรี,30 July 2025
,8859813352699,กรอบรูปA4 15269,,, 40.00 ,,,อัน,สมศรี,30 July 2025
,8851907200923,กระดาษ 100 ปอนด์ A4,,, 120.00 , 145.00 ,,แพค,สมศรี,30 July 2025
,6921734958068,กรอบแฟ้มพลาสติกใส,,, 43.00 , 45.00 , 45.00 ,อัน,ไทยรุ่ง,31 July 2025
,8851467011403,Mymol 500 mg 100's,,, 50.00 , 60.00 , 60.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8851847000904,ยาธาตุน้ำขาวตรากระต่ายบิน ญ.,,, 60.00 , 65.00 , 65.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8852197110053,ยาหม่องตราถ้วยทอง ขวดกลาง 22 g หน้ากล่องใหม่,,, 54.00 , 56.00 , 56.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8850185002571,สำลีก้อนรถพยาบาล 40 g,,, 22.00 , 25.00 , 25.00 ,ห่อ,บำรุงฟาร์มาซี,30 July 2025
,8854060615023,น้ำเกลือคลีนแอนด์แคร์ 500cc (ANB),,, 35.00 , 45.00 , 45.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8851467043312,SEPTYL 30 ml (Bentadine BPO),,, 25.00 , 35.00 , 35.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8859095900755,NET Guaze 2x2 ล 1x10 Longmed,,, 37.00 , 40.00 , 40.00 ,กล่อง,บำรุงฟาร์มาซี,30 July 2025
,8850304013198,"Mexcare Transpore 1""x10y",,, 52.00 , 60.00 , 60.00 ,ม้วน,บำรุงฟาร์มาซี,30 July 2025
,8859130618980,Satory Latex Powdered glove ชมพู แป้ง L 1x100,,, 115.00 , 165.00 , 165.00 ,กล่อง,บำรุงฟาร์มาซี,30 July 2025
,8853042000536,แอลกอฮอล์ 450cc Alsoff,,, 37.00 , 65.00 , 65.00 ,ขวด,บำรุงฟาร์มาซี,30 July 2025
,8858704602639,UE cof มะขามป้อม กลิ่นส้มยูสุ 18 g 20x20,,, 29.00 , 35.00 , 35.00 ,ซอง,บำรุงฟาร์มาซี,30 July 2025
,8859774100155,NEOPLAST-S พลาสเตอร์ผ้า 1x100,,, 40.00 , 55.00 , 55.00 ,กล่อง,บำรุงฟาร์มาซี,30 July 2025
,8852914301344,ออริด้า (ญ) ซอง Oreda,,, 8.00 , 10.00 , 12.00 ,ซอง,บำรุงฟาร์มาซี,30 July 2025
,13125050322,เครื่องชั่งน้ำหนัก Digital weight scale medel BY-1312 SK Max,,, 550.00 , 750.00 , 820.00 ,เครื่อง,บำรุงฟาร์มาซี,30 July 2025
,791413161012,Mouse Pad (แบบผ้า) NUBWO NP001 (เล็ก),,, 26.00 , 35.00 , 30.00 ,อัน,คิงคอมพ์,31 July 2025
,3790259873,Mouse Pad (แบบผ้า) NUBWO NP029,,, 35.00 , 45.00 , 45.00 ,อัน,คิงคอมพ์,31 July 2025
,8490259419,Mouse Pad (แบบผ้า) NUBWO NP025,,, 53.00 , 70.00 , 75.00 ,อัน,คิงคอมพ์,31 July 2025
,8850816112044,Mouse Pad (แบบผ้า) OKER PA-203,,, 29.00 , 35.00 , 35.00 ,อัน,คิงคอมพ์,31 July 2025
,8859790007742,Mouse Pad (แบบผ้า) MELON ML-322 มีที่รองข้อมือ,,, 58.00 , 75.00 , 80.00 ,อัน,คิงคอมพ์,31 July 2025
,8858704401348,AS 804 การ์ดซองพลาสติกแข็ง A4,,, 26.41 , 35.00 , 40.00 ,ใบ,ไซเรียง,4 August 2525
,,โอเอซิส,,, 14.00 , 21.00 , 25.00 ,ก้อน,สายรุ้ง,9 August 2525
,8850273111017,อาท เจ็ท โกลด์ 7 กลิ่นลาเวนเดอร์ 300 มล.,,, 45.00 , 50.00 , 55.00 ,กระป๋อง,ทวีกิจ,9 August 2025
,8850273113615,อาท เจ็ท พิงค์ กลิ่นลาเวนเดอร์ 300 มล.,,, 45.00 , 50.00 , 55.00 ,กระป๋อง,ทวีกิจ,9 August 2525
,8851688775566,สเปรย์กำจัดยุง ช้าง Vape 330 มล.,,, 47.08 , 50.00 , 55.00 ,กระป๋อง,สมศรี,9 August 2525
,8858874518396,"ถุงขยะดำ NS 22x30"" 1 KG",,, 51.00 , 60.00 , 80.00 ,ห่อ,แม็กซ์เวล,6 August 2025
,8851552108001,ลูกแม็กซ์ No.10-1M,,, 9.38 , 12.00 , 12.00 ,กล่อง,แม็กซ์เวล,6 August 2025
,8852317200992,กระดาษ 100 ปอนด์ A3,,, 235.00 , 260.00 , 260.00 ,แพค,สมศรี,31 July 2025
,8851907200923,กระดาษ 100 ปอนด์ A4,,, 120.00 , 150.00 , 150.00 ,แพค,สมศรี,31 July 2025
,8859830607611,แฟ้มกระดุมใส่เอกสาร A4 TL-20716,,, 7.92 , 10.00 , 10.00 ,อัน,สมศรี,31 July 2025
,8859813354181,กรอบรูป A4 DS-15418 พลาสติก,,, 40.00 , 50.00 , 50.00 ,อัน,สมศรี,31 July 2025
,6891217152989,กรอบรูป A4 พลาสติก,,, 40.00 , 50.00 , 50.00 ,อัน,สมศรี,31 July 2025
,8859813352699,กรอบรูปพลาสติก,,, 40.00 , 50.00 , 50.00 ,อัน,สมศรี,31 July 2025
,,ขาตั้งเสาธง,,, 279.00 , 295.00 , 295.00 ,อัน,เอป๊อป,15 August 2025
,,เครื่องวัดกระแสไฟฟ้า แอมป์มิเตอร์,,, 161.00 , 161.00 , 220.00 ,เครื่อง,เอป๊อป,15 August 2025
,,บีกเกอร์ทนไฟ 250 ml,,, 58.00 , 70.00 , 75.00 ,อัน,เอป๊อป,15 August 2025
,,แท่นตรายางหมึกในตัว  จ่ายเงินแล้ว,,, 144.00 , 144.00 , 150.00 ,อัน,เอป๊อป,15 August 2025
,,กระจกสไลด์,,, 79.00 , 85.00 , 120.00 ,กล่อง,เอป๊อป,15 August 2025
,,แผ่นทองแดง,,, 87.00 , 90.00 , 90.00 ,ชุด,เอป๊อป,15 August 2025
,,แผ่นอะลูมิเนียม,,, 85.00 , 90.00 , 90.00 ,อัน,เอป๊อป,15 August 2025
,,กระจกปิดสไลด์,,, 32.00 , 40.00 , 60.00 ,กล่อง,เอป๊อป,15 August 2025
,,ลวดนิโครม,,, 21.00 , 25.00 , 40.00 ,อัน,เอป๊อป,15 August 2025
,,กระดาษกรอง เบอร์ 102,,, 138.00 , 145.00 , 160.00 ,กล่อง,เอป๊อป,15 August 2025
,,กระดาษลิตมัส,,, 116.00 , 130.00 , 161.00 ,กล่อง,เอป๊อป,15 August 2025
,,รางถ่าน D 2 ก้อน,,, 36.00 , 40.00 , 45.00 ,อัน,เอป๊อป,15 August 2025
,,รางถ่าน D 4 ก้อน,,, 70.00 , 75.00 , 80.00 ,อัน,เอป๊อป,15 August 2025
,,แท่งแก้วคนสาร 8 นิ้ว,,, 21.50 , 25.00 , 30.00 ,อัน,เอป๊อป,15 August 2025
,,สายไฟ แจ็ค + แจ็ค 50 cm,,, 25.00 , 35.00 , 50.00 ,คู่,เอป๊อป,15 August 2025
,,โปสเตอร์ ตารางธาตุ,,, 25.00 , 25.00 , 30.00 ,แผ่น,เอป๊อป,15 August 2025
,,เสาธง 1 เมตร,,, 37.00 , 40.00 , 50.00 ,อัน,เอป๊อป,15 August 2025
,,เสาธง 1.5 เมตร,,, 51.00 , 60.00 , 65.00 ,อัน,เอป๊อป,15 August 2025
,,บีกเกอร์ทนไฟ 250 ml,,, 59.00 , 70.00 , 75.00 ,อัน,ไทยรุ่ง,15 August 2025
,,เทอร์โมมิเตอร์วัดความร้อน (110C),,, 60.00 , 110.00 , 110.00 ,อัน,ไทยรุ่ง,15 August 2025
,,สายไฟ แจ็ค + แจ็ค 50 cm,,, 23.00 , 35.00 , 50.00 ,คู่,ไทยรุ่ง,15 August 2025
,,แผ่นสังกะสี,,, 36.00 , 40.00 , 45.00 ,ชุด,ไทยรุ่ง,15 August 2025
,,แว่นขยาย 75mm VCC-139,,, 90.00 , 100.00 , 100.00 ,อัน,ไทยรุ่ง,15 August 2025
,,เครื่องวัดความต่างศักย์ไฟฟ้า โวลต์มิเตอร์,,, 168.00 , 220.00 , 220.00 ,เครื่อง,ไทยรุ่ง,15 August 2025
,9075807,Multimeter แบบเข็ม 360 89042,,, 195.00 , 220.00 , 220.00 ,เครื่อง,MR.DIY,15 August 2025
,9025076,Laser 2in1 ZK117-2#,,, 35.00 ,,,เครื่อง,MR.DIY,14 July 2025
,,กระดานต่อคำศัพท์ คำคม ขนาดมาตรฐาน,,, 663.00 , 750.00 , 850.00 ,อัน,ไทยรุ่ง,5 August 2025
,,ฟิวเจอร์บอร์ด A4 3 mm,,, 16.00 , 10.00 ,,แผ่น,ไทยรุ่ง,5 August 2025
,,ตรายาง หมึกในตัว,,, 150.00 , 150.00 ,,อัน,ไทยรุ่ง,5 August 2025
,,ตราช้าง แฟ้ม 3 ห่วง 20 ซอง สเปคตรัม 231 ฟ้า,,, 92.00 , 95.00 , 105.00 ,อัน,ไทยรุ่ง,6 August 2025
,,ตราช้าง แฟ้ม 3 ห่วง 20 ซอง สเปคตรัม 231 ชมพู,,, 92.00 , 95.00 , 105.00 ,อัน,ไทยรุ่ง,6 August 2025
,,พลาสติก 115 Micron ขายเป็นเมตร,,, 18.00 , 25.00 , 25.00 ,เมตร,ไทยรุ่ง,6 August 2025
,8851552104003,ลวดเย็บกระดาษ เบอร์ 8-1M,,, 14.42 , 20.00 , 21.00 ,กล่อง,เอป๊อป,19 August 2025
,,ลวดยิงบอร์ด เบอร์ 53/7 mm,,, 28.30 , 38.00 , 45.00 ,กล่อง,เอป๊อป,19 August 2025
,8853891000442,ตะกร้าใส่เอกสารมีฝาปิด (1 ชั้น) DOMON,,, 103.00 , 119.00 , 129.00 ,อัน,เอป๊อป,19 August 2025
,,ตะกร้าใส่เอกสารมีฝาปิด (2 ชั้น) DOMON,,, 118.00 , 139.00 , 149.00 ,อัน,เอป๊อป,19 August 2025
,8853891004204,ตะกร้าใส่เอกสารมีฝาปิด (3 ชั้น) DOMON SC-003,,, 178.00 , 199.00 , 219.00 ,อัน,เอป๊อป,19 August 2025
,6936078434192,Kanzawa ปืนยิงราคา ML-1508,,, 559.00 , 680.00 , 695.00 ,อัน,เอป๊อป,19 August 2025
,,คลิปหนีบสี 50 mm,,, 106.00 , 140.00 , 145.00 ,กล่อง,เอป๊อป,19 August 2025
,8859153815007,คลิปดำ 60 mm NO.106,,, 11.67 , 18.00 , 20.00 ,กล่อง,เอป๊อป,19 August 2025
,8851552102610,ลวดเย็บกระดาษ เบอร์ 3-1M,,, 19.79 , 25.00 , 25.00 ,กล่อง,เอป๊อป,19 August 2025
,8850862007073,กระดานรองเขียน A2 40x60 cm,,, 22.00 , 35.00 , 35.00 ,แผ่น,เอป๊อป,21 August 2025
,8850862001972,กระดานรองเขียน A3 30x40 cm,,, 18.00 , 25.00 , 25.00 ,แผ่น,เอป๊อป,21 August 2025
,8850273103111,อาท เจ็ท โกลด์ 300 มล.,,,#DIV/0!,,,,ทวีกิจ,
,8851553401309,สีน้ำ ตราม้า Tempera 12 สี,,, 34.00 , 40.00 , 40.00 ,กล่อง,ไทยรุ่ง,21 August 2025
,8851553402450,สีน้ำ ตราม้า Tempera 14 สี,,, 47.00 , 52.00 , 52.00 ,กล่อง,ไทยรุ่ง,21 August 2025
,8851552670454,สีเทียน ตราม้า จัมโบ้ 12 สี,,, 36.00 , 39.00 , 39.00 ,กล่อง,ไทยรุ่ง,21 August 2025
,8851907160050,มาสเตอร์อาร์ต สีน้ำ เทมพาร่า 5 มล.,,, 40.00 , 50.00 , 50.00 ,กล่อง,เอป๊อป,21 August 2025
,8858702034203,กระดาษโฟโต้ A4 120g/100p COMAX,,, 135.00 , 170.00 , 175.00 ,ห่อ,ชัยชนะ,23 August 2025
,8858702092142,กระดาษโฟโต้ A4 150g/100p COMAX,,, 215.00 , 280.00 , 285.00 ,ห่อ,ชัยชนะ,23 August 2025
,,กระดาษชาร์ทสีอ่อนใหญ่ 31x34 นิ้ว,,, 8.00 , 10.00 , 12.00 ,แผ่น,เอป๊อป,24 August 2025
,8854951003342,แป็กทองสองขา TL 10 51 มม.,,, 84.00 , 89.00 , 92.00 ,กล่อง,เอป๊อป,24 August 2025
,8854951003328,แป็กทองสองขา TL 6 31 มม.,,, 61.00 , 65.00 , 67.00 ,กล่อง,เอป๊อป,24 August 2025
,8854951003335,แป็กทองสองขา TL 8 41 มม.,,, 77.00 , 82.00 , 85.00 ,กล่อง,เอป๊อป,24 August 2025
,8853104985382,กระดาษการ์ดขาว 180 แกรม,,, 51.00 , 56.00 , 58.00 ,ห่อ,เอป๊อป,24 August 2025
,8853104985320,กระดาษการ์ดขาว 150 แกรม,,, 47.00 , 52.00 , 55.00 ,ห่อ,เอป๊อป,24 August 2025
,8853104985381,กระดาษการ์ดขาว 120 แกรม,,, 43.00 , 48.00 , 50.00 ,ห่อ,เอป๊อป,24 August 2025
,,กระดาษชาร์ทสีอ่อนใหญ่ 31x34 นิ้ว,,, 6.50 , 10.00 , 12.00 ,แผ่น,ชัยชนะ,25 August 2025
,8858702001496,สติกเกอร์ A4 ขาวมัน COMAX 80g 1x50p,,, 77.00 , 120.00 , 125.00 ,ห่อ,ชัยชนะ,25 August 2025
,,กระดาษอาร์ตมันสองหน้า A4 230g 50p IKPP,,, 70.00 , 100.00 , 105.00 ,ห่อ,ชัยชนะ,25 August 2025
,,กระดาษอาร์ตมันสองหน้า A4 210g 50p IKPP,,, 65.00 , 95.00 , 95.00 ,ห่อ,ชัยชนะ,25 August 2025
,,กระดาษอาร์ตมันสองหน้า A4 120g 50p CJD,,, 30.00 , 45.00 , 52.00 ,ห่อ,ชัยชนะ,25 August 2025
